Transaction Amount,Transaction Frequency,Geographic Location,Time of Transaction,Cardholder’s Purchase History,Merchant Category,CNP Transactions,Device Information,Velocity Checks,Failed Authentication Attempts,Card Expiration Date and CVV,International Transactions,Fraudulent
89.41,1,Local,Usual,Consistent,Low Risk,No,Unknown,Normal,None,Correct,No,False
107.64,0,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
50.63,4,Local,Unusual,Consistent,High Risk,Yes,Known,Normal,None,Correct,Yes,True
723.35,1,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
43.37,3,Local,Unusual,Consistent,Low Risk,Yes,Unknown,High,None,Correct,No,False
127.8,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
101.5,2,Local,Usual,Consistent,Low Risk,No,Unknown,Normal,None,Correct,Yes,False
167.69,3,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
373.91,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
44.108000000000004,6,Local,Unusual,Inconsistent,High Risk,Yes,Known,High,None,Correct,No,True
144.63,2,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
119.82,1,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
40.87,4,Local,Usual,Consistent,Low Risk,Yes,Unknown,Normal,None,Correct,No,False
15.98,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
6.47,2,Local,Unusual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
27.69,1,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
56.61,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
73.81,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
148.32,1,Local,Unusual,Inconsistent,High Risk,No,Known,Normal,Multiple,Correct,No,False
63.75800000000001,2,Local,Unusual,Inconsistent,Low Risk,No,Known,Normal,Multiple,Correct,Yes,True
12.48,0,Local,Unusual,Consistent,Low Risk,Yes,Unknown,High,None,Correct,No,False
11.32,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
89.09,0,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
136.81,2,Local,Usual,Consistent,High Risk,Yes,Known,Normal,None,Correct,No,False
188.49,8,Foreign,Unusual,Inconsistent,Low Risk,Yes,Known,Normal,None,Correct,Yes,True
274.63,0,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
409.99,3,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
51.05,0,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
47.86,2,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
15.99,3,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
115.5,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
106.93,3,Local,Usual,Consistent,Low Risk,Yes,Known,High,None,Correct,No,False
198.1,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
10.23,0,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Incorrect,No,False
68.87,0,Local,Usual,Consistent,High Risk,No,Known,High,None,Correct,Yes,False
87.01,0,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
27.65,3,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
18.52,3,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,Yes,False
196.31,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
6.03,1,Local,Unusual,Consistent,Low Risk,No,Unknown,High,None,Correct,No,False
63.61,1,Local,Unusual,Consistent,High Risk,Yes,Known,High,None,Correct,No,False
12.31,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
61.08,2,Local,Usual,Consistent,High Risk,Yes,Known,Normal,None,Correct,Yes,False
391.01,0,Local,Usual,Consistent,Low Risk,Yes,Known,High,None,Correct,No,False
55.11,3,Local,Usual,Consistent,High Risk,Yes,Known,Normal,None,Correct,No,False
972.9000000000001,1,Foreign,Unusual,Inconsistent,Low Risk,Yes,Known,Normal,None,Incorrect,Yes,True
12.48,3,Local,Unusual,Consistent,High Risk,Yes,Known,Normal,None,Correct,No,False
31.64,1,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
51.72,2,Foreign,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
51.05,0,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
111.29,1,Local,Usual,Consistent,Low Risk,No,Unknown,Normal,None,Correct,No,False
42.27,0,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,Yes,False
125.09,1,Local,Unusual,Consistent,Low Risk,No,Unknown,Normal,None,Correct,No,False
101.94,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
50.94,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
56.52,0,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
95.33,2,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
7.26,2,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,Yes,False
172.83,1,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
105.96,1,Local,Usual,Consistent,High Risk,No,Unknown,Normal,None,Correct,No,False
129.59,1,Local,Usual,Consistent,Low Risk,No,Unknown,Normal,None,Correct,No,False
76.99,3,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
11.71,3,Local,Usual,Consistent,High Risk,Yes,Known,Normal,None,Correct,No,False
51.93,3,Local,Unusual,Consistent,Low Risk,No,Known,High,None,Correct,No,False
51.98,1,Local,Usual,Consistent,Low Risk,Yes,Unknown,Normal,None,Correct,Yes,False
38.72,4,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
3.04,3,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
133.66,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Incorrect,No,False
11.63,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
93.22,2,Foreign,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
121.48,0,Local,Usual,Consistent,Low Risk,Yes,Known,High,None,Correct,No,False
100.73,0,Local,Unusual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
319.77,2,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
10.9,0,Local,Usual,Consistent,Low Risk,Yes,Unknown,Normal,None,Correct,No,False
201.87,1,Local,Usual,Consistent,High Risk,Yes,Unknown,Normal,None,Correct,No,False
2.96,2,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
76.55,2,Foreign,Usual,Consistent,High Risk,No,Known,Normal,Multiple,Correct,No,False
51.79,2,Foreign,Unusual,Inconsistent,Low Risk,Yes,Unknown,Normal,None,Correct,No,False
74.27,2,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
45.43,5,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
21.14,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
1.93,4,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
73.01,3,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,Yes,False
185.01,1,Local,Unusual,Consistent,High Risk,No,Known,High,None,Correct,No,False
46.72,0,Local,Usual,Consistent,Low Risk,No,Unknown,Normal,None,Correct,Yes,False
25.21,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
8.4,2,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
8.92,1,Local,Unusual,Consistent,Low Risk,No,Unknown,Normal,None,Correct,No,False
25.03,2,Local,Unusual,Consistent,Low Risk,No,Unknown,High,None,Incorrect,No,False
10.54,2,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,Yes,False
30.79,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
6.84,2,Local,Usual,Consistent,Low Risk,Yes,Unknown,Normal,None,Correct,No,False
6.79,0,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
193.99,1,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
17.69,1,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
82.03,1,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
148.48,2,Foreign,Usual,Consistent,Low Risk,No,Known,Normal,None,Incorrect,No,False
60.96,2,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
16.65,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
22.26,4,Foreign,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
56.74,2,Local,Usual,Consistent,High Risk,No,Known,High,None,Correct,No,False
75.13,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
42.99,0,Foreign,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
152.09,2,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
139.04,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
262.02,4,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
2.94,4,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,Yes,False
226.04,0,Local,Usual,Consistent,High Risk,Yes,Known,Normal,None,Correct,No,False
49.85,3,Local,Usual,Consistent,Low Risk,Yes,Unknown,Normal,None,Correct,No,False
210.68,4,Local,Unusual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
117.37,1,Foreign,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
437.0,3,Local,Usual,Consistent,High Risk,Yes,Known,Normal,None,Correct,No,False
142.41,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,Yes,False
45.34,2,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
69.53,1,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
47.22,2,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
45.4,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
30.23,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
68.51,2,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
114.49,3,Local,Unusual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
162.39999999999998,6,Foreign,Usual,Inconsistent,Low Risk,Yes,Unknown,High,Multiple,Correct,Yes,True
74.31,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
12.49,2,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
17.42,2,Foreign,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
0.9580000000000001,7,Foreign,Unusual,Consistent,High Risk,Yes,Unknown,Normal,Multiple,Correct,No,True
353.12,2,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
0.39,2,Local,Usual,Consistent,Low Risk,No,Known,High,None,Correct,No,False
19.67,6,Foreign,Usual,Inconsistent,High Risk,Yes,Unknown,High,None,Incorrect,No,True
94.9,3,Local,Usual,Consistent,Low Risk,No,Known,High,None,Correct,No,False
8.49,3,Local,Unusual,Consistent,High Risk,No,Known,Normal,Multiple,Correct,No,False
213.62,2,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
127.16,2,Local,Unusual,Inconsistent,High Risk,No,Known,Normal,None,Correct,Yes,False
339.29,4,Local,Unusual,Consistent,Low Risk,No,Unknown,Normal,None,Correct,No,False
70.85,4,Local,Unusual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
35.73,1,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,Yes,False
79.74,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
267.1,3,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
73.56,0,Local,Usual,Consistent,Low Risk,Yes,Unknown,Normal,None,Correct,No,False
31.09,4,Local,Usual,Consistent,Low Risk,No,Unknown,High,None,Correct,No,False
209.88,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
46.51,2,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
0.14,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
28.46,4,Local,Usual,Consistent,Low Risk,No,Known,Normal,Multiple,Correct,No,False
38.31,5,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
195.74,5,Local,Usual,Consistent,Low Risk,No,Unknown,Normal,None,Correct,No,False
61.34,0,Local,Usual,Consistent,Low Risk,No,Known,Normal,Multiple,Correct,No,False
58.8,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
40.96,1,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
212.59,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
290.09,2,Local,Usual,Consistent,Low Risk,No,Known,High,None,Correct,No,False
481.47,2,Local,Usual,Consistent,Low Risk,Yes,Known,High,None,Correct,No,False
47.28,1,Local,Usual,Consistent,Low Risk,No,Known,High,None,Correct,No,False
338.57,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
156.96,2,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
112.61,3,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
28.09,3,Local,Usual,Consistent,High Risk,Yes,Known,Normal,None,Correct,No,False
24.39,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
18.16,1,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
256.08,0,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
34.82,3,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,Yes,False
60.35,0,Local,Usual,Consistent,High Risk,Yes,Known,Normal,None,Correct,No,False
68.11,1,Foreign,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
150.59,0,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
185.94,5,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
14.97,1,Local,Usual,Consistent,Low Risk,No,Known,High,None,Correct,No,False
55.67,0,Foreign,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,Yes,False
185.06,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
170.39,2,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
10.8,2,Foreign,Usual,Consistent,Low Risk,No,Unknown,Normal,None,Correct,No,False
17.01,2,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
36.27,1,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
7.83,2,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
55.28,3,Local,Usual,Consistent,High Risk,Yes,Known,Normal,None,Correct,No,False
11.39,0,Foreign,Usual,Inconsistent,Low Risk,Yes,Unknown,Normal,Multiple,Incorrect,Yes,True
83.98,6,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
28.31,2,Local,Usual,Inconsistent,High Risk,No,Known,Normal,None,Correct,No,False
90.74,3,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
12.5,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
372.49,3,Local,Usual,Consistent,Low Risk,No,Known,High,None,Correct,No,False
269.65,1,Foreign,Unusual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
49.72,3,Local,Usual,Consistent,High Risk,No,Unknown,Normal,None,Correct,No,False
27.73,2,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,Yes,False
28.82,2,Local,Usual,Consistent,Low Risk,Yes,Unknown,Normal,None,Correct,No,False
66.05,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
4.08,5,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
20.416,8,Local,Unusual,Consistent,High Risk,Yes,Known,Normal,None,Correct,No,True
52.48,0,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
47.39,1,Foreign,Unusual,Inconsistent,High Risk,Yes,Unknown,Normal,None,Correct,Yes,True
165.74,2,Local,Usual,Consistent,High Risk,No,Unknown,Normal,None,Correct,No,False
123.46,4,Local,Usual,Inconsistent,Low Risk,No,Known,Normal,None,Correct,No,False
308.64,2,Foreign,Usual,Consistent,Low Risk,No,Unknown,Normal,Multiple,Correct,No,False
43.38,0,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
227.83,2,Foreign,Usual,Consistent,Low Risk,No,Unknown,Normal,None,Correct,No,False
146.95,2,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
44.23,0,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
19.44,6,Local,Unusual,Consistent,High Risk,Yes,Known,High,None,Correct,Yes,True
34.05,0,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
207.47,2,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
11.93,1,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
23.88,1,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
20.22,1,Local,Usual,Inconsistent,Low Risk,No,Unknown,Normal,None,Correct,No,False
51.59,0,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
136.74,1,Foreign,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
74.85,1,Foreign,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
66.88,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,Multiple,Correct,No,False
0.05,1,Local,Usual,Consistent,High Risk,No,Unknown,Normal,None,Correct,No,False
55.41,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
1.314,1,Local,Unusual,Inconsistent,Low Risk,No,Known,Normal,None,Correct,Yes,True
23.35,3,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
269.41,3,Foreign,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
24.26,1,Local,Usual,Consistent,High Risk,No,Unknown,Normal,Multiple,Incorrect,No,False
195.43,2,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
162.4,3,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
17.33,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,Multiple,Correct,No,False
93.07,4,Local,Unusual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
12.29,8,Foreign,Unusual,Inconsistent,Low Risk,Yes,Unknown,High,None,Correct,Yes,True
130.15,0,Local,Usual,Consistent,Low Risk,No,Unknown,Normal,None,Incorrect,No,False
101.46,1,Foreign,Unusual,Inconsistent,Low Risk,No,Known,Normal,None,Correct,Yes,False
167.1,4,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
65.27,2,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
246.35,6,Foreign,Usual,Inconsistent,Low Risk,Yes,Unknown,High,Multiple,Incorrect,Yes,True
5.06,4,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
34.66,2,Local,Usual,Consistent,Low Risk,Yes,Unknown,Normal,None,Correct,No,False
125.55,4,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
54.15,0,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
18.99,2,Local,Usual,Consistent,Low Risk,Yes,Known,High,None,Correct,No,False
11.34,4,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
34.002,2,Local,Unusual,Inconsistent,High Risk,Yes,Known,High,None,Correct,No,True
64.08,3,Foreign,Usual,Consistent,Low Risk,No,Unknown,Normal,None,Correct,No,False
213.95,2,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
132.16,2,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
52.72,0,Local,Unusual,Consistent,Low Risk,No,Known,High,None,Correct,Yes,False
46.76,1,Local,Unusual,Consistent,High Risk,Yes,Known,Normal,None,Correct,No,False
72.49,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
219.88,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,Yes,False
133.67,3,Local,Usual,Consistent,Low Risk,Yes,Known,High,None,Correct,No,False
0.52,4,Foreign,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
118.47,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
251.96,2,Local,Usual,Consistent,High Risk,Yes,Known,Normal,None,Correct,Yes,False
123.94,1,Foreign,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
19.48,1,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
66.07,3,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
15.12,4,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
44.47,3,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
276.65,9,Foreign,Unusual,Consistent,High Risk,No,Unknown,High,Multiple,Correct,No,True
256.79,1,Foreign,Usual,Consistent,Low Risk,No,Known,High,None,Correct,No,False
33.25,3,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
41.5,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
91.68,1,Local,Usual,Consistent,Low Risk,Yes,Unknown,Normal,None,Correct,No,False
330.22,2,Local,Usual,Consistent,High Risk,Yes,Known,Normal,None,Correct,No,False
15.99,4,Foreign,Usual,Consistent,High Risk,Yes,Known,Normal,Multiple,Correct,No,False
29.69,1,Local,Usual,Consistent,High Risk,No,Unknown,Normal,Multiple,Correct,Yes,False
206.8,3,Local,Usual,Consistent,Low Risk,No,Unknown,Normal,None,Correct,No,False
67.71,4,Foreign,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
229.22,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Incorrect,No,False
102.6,8,Local,Usual,Inconsistent,High Risk,Yes,Unknown,High,None,Incorrect,Yes,True
76.07,3,Local,Usual,Consistent,Low Risk,No,Known,Normal,Multiple,Correct,No,False
39.49,2,Local,Unusual,Consistent,Low Risk,Yes,Unknown,Normal,None,Correct,Yes,False
38.06,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
59.22,2,Local,Usual,Consistent,Low Risk,No,Known,High,None,Correct,No,False
56.75,1,Local,Usual,Consistent,Low Risk,Yes,Unknown,Normal,None,Correct,No,False
44.22,3,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
246.48,3,Local,Usual,Consistent,Low Risk,No,Unknown,Normal,None,Correct,No,False
131.58,2,Local,Usual,Consistent,Low Risk,No,Known,High,None,Correct,No,False
130.03,0,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
34.24,5,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
86.21,4,Local,Usual,Consistent,Low Risk,Yes,Known,High,None,Correct,Yes,False
151.04,0,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
158.76,5,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
42.24,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
147.35,2,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
133.14,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
15.26,2,Local,Usual,Inconsistent,Low Risk,No,Known,Normal,None,Correct,No,False
200.95,3,Local,Unusual,Consistent,High Risk,Yes,Known,Normal,None,Correct,No,False
58.22,9,Foreign,Usual,Inconsistent,High Risk,Yes,Unknown,High,None,Correct,Yes,True
66.63,0,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,Yes,False
59.49,2,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
83.9,1,Local,Unusual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
97.07,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
68.95,4,Local,Usual,Consistent,Low Risk,No,Known,Normal,Multiple,Correct,No,False
201.58,1,Local,Usual,Inconsistent,High Risk,No,Known,Normal,None,Correct,No,False
98.81,3,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
51.32,1,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
53.9,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
166.52,2,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Incorrect,No,False
42.8,3,Local,Unusual,Consistent,Low Risk,No,Unknown,High,None,Correct,No,False
23.76,0,Local,Usual,Consistent,Low Risk,No,Known,Normal,Multiple,Correct,No,False
6.12,1,Local,Usual,Consistent,Low Risk,No,Known,High,None,Correct,No,False
208.77,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,Multiple,Correct,No,False
250.77,0,Local,Unusual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
12.8,1,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
40.72,0,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
19.28,2,Local,Usual,Consistent,Low Risk,Yes,Unknown,Normal,Multiple,Correct,No,False
12.32,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
230.13,1,Foreign,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
5.86,2,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
393.66,2,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
10.14,1,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
199.12,3,Local,Usual,Consistent,High Risk,Yes,Known,Normal,None,Correct,No,False
83.59,3,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
45.87,0,Local,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,Yes,False
41.91,5,Local,Usual,Inconsistent,Low Risk,Yes,Known,High,None,Correct,No,False
141.62,1,Local,Usual,Consistent,Low Risk,No,Known,High,None,Correct,No,False
37.77,2,Foreign,Usual,Consistent,Low Risk,No,Known,Normal,None,Correct,No,False
107.1,2,Local,Usual,Inconsistent,Low Risk,Yes,Unknown,Normal,None,Correct,Yes,False
72.84,2,Foreign,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
66.35,3,Local,Usual,Consistent,High Risk,No,Known,High,None,Correct,No,False
231.43,0,Local,Usual,Consistent,High Risk,No,Known,Normal,None,Correct,No,False
80.89,1,Local,Usual,Consistent,Low Risk,Yes,Known,Normal,None,Correct,No,False
175.37,0,Local,Usual,Consistent,Low Risk,Yes,Unknown,High,None,Correct,No,False
